-78.7214	-5.3178	-1502.5	2
-76.2928	-4.62512	-1502.5	2
-58.6861	-0.531097	-1502.5	2
-75.4752	-8.02144	-1502.5	2
-66.391	-0.134392	-1502.5	2
-74.9896	2.29847	-1502.5	2
-60.3562	-2.96965	-1502.5	2
-80.0827	-11.594000000000001	-1502.5	2
-90.2098	-7.27521	-1502.5	2
-76.332	-7.888260000000001	-1502.5	2
-67.6277	-4.49486	-1502.5	2
-69.8945	-9.3878	-1502.5	2
-164.072	-2.85544	-1502.0	2
-106.09	-11.3868	-1502.0	2
-162.642	-6.0208	-1502.0	2
-121.046	-12.9791	-1502.0	2
-111.697	-2.43633	-1502.0	2
-106.435	3.3630699999999996	-1502.0	2
-127.065	-1.04444	-1502.0	2
-120.635	-8.38821	-1502.0	2
-109.867	-12.5124	-1502.0	2
-130.898	-17.5275	-1498.0	2
-120.725	-12.9279	-1498.0	2
-140.91299999999998	-25.1129	-1498.0	2
-102.824	-19.9219	-1498.0	2
-109.588	-12.485	-1498.0	2
-108.821	-14.7508	-1498.0	2
-169.87599999999998	-20.491	-1498.0	2
-105.07700000000001	-22.9117	-1498.0	2
-107.462	-22.2852	-1498.0	2
-113.73899999999999	-19.1221	-1498.0	2
-105.833	-11.3554	-1498.0	2
-105.92200000000001	-18.8899	-1498.0	2
-119.42	-23.0951	-1498.0	2
-166.838	-21.3293	-1498.0	2
-64.6495	-13.7984	-1498.0	2
-69.7074	-9.3564	-1498.0	2
-53.6797	-20.2148	-1498.0	2
-70.7238	-22.7127	-1498.0	2
-79.8182	-11.5781	-1498.0	2
-93.2771	-22.9852	-1498.0	2
-67.7222	-20.758000000000003	-1498.0	2
-65.4129	-15.6785	-1498.0	2
-67.0872	-18.343	-1498.0	2
-68.8852	-23.8653	-1498.0	2
-59.792	-19.574	-1498.0	2
-85.6697	-24.5526	-1498.0	2
-119.75	-23.1056	-1502.0	2
-131.779	-32.1306	-1502.0	2
-162.248	-34.5905	-1502.0	2
-109.021	-28.1841	-1502.0	2
-126.977	-33.9481	-1502.0	2
-106.219	-18.8958	-1502.0	2
-103.10799999999999	-19.913	-1502.0	2
-114.03	-19.1919	-1502.0	2
-127.421	-26.6049	-1502.0	2
-149.83700000000002	-38.9138	-1502.0	2
-104.17299999999999	-30.4338	-1502.0	2
-138.079	-35.6348	-1502.0	2
-152.61700000000002	-34.791	-1502.0	2
-161.84	-35.4705	-1502.0	2
-122.555	-28.1313	-1502.0	2
-107.73899999999999	-22.3351	-1502.0	2
-105.329	-23.000999999999998	-1502.0	2
-61.8298	-33.9181	-1502.0	2
-71.9856	-32.1175	-1502.0	2
-58.9553	-26.8284	-1502.0	2
-54.5552	-28.6318	-1502.0	2
-69.0492	-23.9198	-1502.0	2
-88.9828	-45.8688	-1502.0	2
-56.2442	-23.3783	-1502.0	2
-53.8204	-20.2637	-1502.0	2
-62.6039	-28.015	-1502.0	2
-57.7939	-18.6082	-1502.0	2
-92.3586	-40.6104	-1502.0	2
-91.1721	-36.6553	-1502.0	2
-59.9383	-19.6047	-1502.0	2
-88.4586	-34.8278	-1502.0	2
-67.9081	-20.7952	-1502.0	2
-52.0881	-27.8264	-1502.0	2
-69.2501	-29.415	-1502.0	2
-52.8592	-26.8469	-1502.0	2
-70.9333	-22.7519	-1502.0	2
-126.667	-33.8324	-1498.0	2
-131.236	-43.676	-1498.0	2
-119.105	-45.2726	-1498.0	2
-108.713	-28.1313	-1498.0	2
-103.90899999999999	-30.318	-1498.0	2
-118.213	-45.87	-1498.0	2
-113.271	-44.7936	-1498.0	2
-119.046	-48.6276	-1498.0	2
-105.65	-37.4407	-1498.0	2
-138.629	-52.7971	-1498.0	2
-124.93799999999999	-49.8113	-1498.0	2
-152.679	-73.2902	-1502.0	2
-140.798	-69.6835	-1502.0	2
-156.601	-77.4267	-1502.0	2
-125.319	-49.8954	-1502.0	2
-109.01899999999999	-48.928999999999995	-1502.0	2
-119.352	-48.7912	-1502.0	2
-119.421	-45.4328	-1502.0	2
-118.55	-45.9226	-1502.0	2
-113.58	-44.8758	-1502.0	2
-146.52200000000002	-70.025	-1502.0	2
-106.87200000000001	-48.473	-1502.0	2
-54.3507	-28.5269	-1497.5	2
-80.3928	-50.4083	-1497.5	2
-52.637	-34.3378	-1497.5	2
-51.9415	-27.7542	-1497.5	2
-52.7239	-26.7677	-1497.5	2
-45.3368	-34.7314	-1497.5	2
-74.6098	-51.5558	-1497.5	2
-61.6587	-33.8262	-1497.5	2
-85.5059	-51.4305	-1497.5	2
-61.8054	-38.4315	-1497.5	2
-73.5804	-43.0083	-1497.5	2
-70.4383	-43.7218	-1497.5	2
-78.5609	-48.2302	-1497.5	2
-80.9325	-56.3099	-1497.5	2
-59.9719	-40.8851	-1497.5	2
-49.1807	-34.2722	-1497.5	2
-66.7685	-38.8927	-1497.5	2
-60.7267	-36.0112	-1497.5	2
-58.8084	-26.7431	-1497.5	2
-88.7238	-45.7204	-1497.5	2
-136.02700000000002	-75.1654	-1498.0	2
-97.7052	-57.4834	-1498.0	2
-105.48100000000001	-65.9082	-1498.0	2
-119.928	-70.7199	-1498.0	2
-137.798	-83.413	-1498.0	2
-140.441	-69.4399	-1498.0	2
-124.324	-72.6533	-1498.0	2
-98.5522	-57.0967	-1498.0	2
-106.745	-60.2865	-1498.0	2
-118.491	-72.8381	-1498.0	2
-103.60799999999999	-60.9432	-1498.0	2
-140.503	-72.7367	-1498.0	2
-86.9175	-65.752	-1502.0	2
-91.7054	-69.2136	-1502.0	2
-103.85700000000001	-61.1295	-1502.0	2
-95.7227	-70.814	-1502.0	2
-97.9591	-57.6793	-1502.0	2
-105.73299999999999	-66.0951	-1502.0	2
-118.777	-73.0911	-1502.0	2
-89.1636	-68.0179	-1502.0	2
-96.5406	-67.1318	-1502.0	2
-111.59200000000001	-84.5332	-1502.0	2
-49.207	-31.7905	-1502.5	2
-50.6617	-45.208999999999996	-1502.5	2
-60.1662	-41.0962	-1502.5	2
-45.4574	-34.8462	-1502.5	2
-52.7908	-34.4683	-1502.5	2
-72.0843	-60.0863	-1502.5	2
-56.0696	-42.2002	-1502.5	2
-49.3187	-34.396	-1502.5	2
-56.0006	-47.1386	-1502.5	2
-59.7369	-57.1024	-1502.5	2
-72.7293	-57.481	-1502.5	2
-67.4015	-53.3251	-1502.5	2
-64.3508	-60.1882	-1502.5	2
-44.5683	-41.516999999999996	-1502.5	2
-125.072	-101.941	-1498.0	2
-81.1845	-78.19	-1498.0	2
-86.684	-65.5798	-1498.0	2
-91.4834	-69.0453	-1498.0	2
-96.3496	-79.6503	-1498.0	2
-88.8838	-67.8614	-1498.0	2
-95.4961	-70.6226	-1498.0	2
-90.5087	-83.0539	-1498.0	2
-87.7793	-80.1375	-1498.0	2
-96.4856	-80.5431	-1498.0	2
-120.265	-93.4655	-1498.0	2
-111.285	-84.3181	-1498.0	2
-87.7554	-73.3586	-1498.0	2
-45.1712	-58.2393	-1498.0	2
-67.125	-71.2409	-1498.0	2
-53.1744	-63.6835	-1498.0	2
-46.9529	-55.0902	-1498.0	2
-23.2461	-27.3332	-1498.0	2
-51.458999999999996	-65.3705	-1498.0	2
-52.9186	-68.5504	-1498.0	2
-54.3957	-66.1913	-1498.0	2
-44.6521	-50.4716	-1498.0	2
-49.0051	-63.9601	-1498.0	2
-41.8459	-55.6793	-1498.0	2
-31.9522	-48.1511	-1498.0	2
-59.5126	-56.9387	-1498.0	2
-40.0212	-46.4354	-1498.0	2
-60.2567	-75.2094	-1498.0	2
-44.458	-41.3907	-1498.0	2
-81.3688	-78.4343	-1502.0	2
-90.7328	-83.2729	-1502.0	2
-86.9719	-93.1591	-1502.0	2
-87.9796	-80.3782	-1502.0	2
-75.005	-85.7884	-1502.0	2
-81.0101	-85.3588	-1502.0	2
-71.1062	-79.9097	-1502.0	2
-109.167	-105.455	-1502.0	2
-74.7788	-85.5524	-1498.0	2
-82.9275	-98.9657	-1498.0	2
-111.947	-129.687	-1498.0	2
-103.024	-128.17600000000002	-1498.0	2
-107.09100000000001	-135.292	-1498.0	2
-111.39200000000001	-135.357	-1498.0	2
-65.8193	-82.9025	-1498.0	2
-80.7951	-85.1274	-1498.0	2
-98.2442	-120.229	-1498.0	2
-70.8614	-79.7391	-1498.0	2
